id,subject_id,subject_name,teaching_method_code,teaching_method_name,teaching_method_pred,conduct_score_pred,severity_level,reason_text,solution_text
1483,PLO0032,Tư tưởng Hồ Chí Minh,TM7,Thí nghiệm (Experiment),0.4842,0.5259,Trung bình,[PLO0032 - Tư tưởng Hồ Chí Minh] Thiếu hướng dẫn thực hành,Bổ sung trợ giảng
1484,INF1403,Anh văn chuyên ngành CNTT,TM7,Thí nghiệm (Experiment),0.579,0.3802,Trung bình,[INF1403 - Anh văn chuyên ngành CNTT] Thiếu hướng dẫn thực hành,Bổ sung trợ giảng
1485,INF0983,Nhập môn khoa học dữ liệu,TM7,Thí nghiệm (Experiment),0.401,0.8521,Tốt,[INF0983 - Nhập môn khoa học dữ liệu] Thiếu hướng dẫn thực hành,Kiểm tra thiết bị trước buổi
1486,INF0137,Đồ án tốt nghiệp (**),TM7,Thí nghiệm (Experiment),0.6598,0.2575,Cao,[INF0137 - Đồ án tốt nghiệp (**)] Sinh viên thao tác còn lúng túng,Cập nhật hướng dẫn chi tiết
1487,INF1433,Thiết kế minh hoạ,TM7,Thí nghiệm (Experiment),0.9068,0.6116,Thấp,[INF1433 - Thiết kế minh hoạ] Thiếu hướng dẫn thực hành,Kiểm tra thiết bị trước buổi
1488,INF1532,Dự án nghề nâng cao,TM7,Thí nghiệm (Experiment),0.7768,0.1424,Cao,[INF1532 - Dự án nghề nâng cao] Thiết bị chưa ổn định,Kiểm tra thiết bị trước buổi
1489,INF0912,An ninh mạng,TM7,Thí nghiệm (Experiment),0.506,0.7216,Thấp,[INF0912 - An ninh mạng] Thiết bị chưa ổn định,Bổ sung trợ giảng
1490,INF1522,Dự án nghề cơ bản,TM7,Thí nghiệm (Experiment),0.5594,0.3353,Trung bình,[INF1522 - Dự án nghề cơ bản] Thiếu hướng dẫn thực hành,Kiểm tra thiết bị trước buổi
1491,INF1433,Thiết kế minh hoạ,TM7,Thí nghiệm (Experiment),0.688,0.3007,Trung bình,[INF1433 - Thiết kế minh hoạ] Thiếu hướng dẫn thực hành,Bổ sung trợ giảng
1492,INF1522,Dự án nghề cơ bản,TM7,Thí nghiệm (Experiment),0.8929,0.5289,Trung bình,[INF1522 - Dự án nghề cơ bản] Thiết bị chưa ổn định,Kiểm tra thiết bị trước buổi
1493,INF0303,Lập trình trên thiết bị di động,TM7,Thí nghiệm (Experiment),0.783,0.1783,Cao,[INF0303 - Lập trình trên thiết bị di động] Thiếu hướng dẫn thực hành,Bổ sung trợ giảng
1494,INF0137,Đồ án tốt nghiệp (**),TM7,Thí nghiệm (Experiment),0.8586,0.3828,Trung bình,[INF0137 - Đồ án tốt nghiệp (**)] Thiếu hướng dẫn thực hành,Bổ sung trợ giảng
1495,PLO0052,Kinh tế chính trị Mác - Lênin,TM7,Thí nghiệm (Experiment),0.5971,0.1897,Cao,[PLO0052 - Kinh tế chính trị Mác - Lênin] Thiếu hướng dẫn thực hành,Cập nhật hướng dẫn chi tiết
1496,INF1522,Dự án nghề cơ bản,TM7,Thí nghiệm (Experiment),0.8036,0.5434,Trung bình,[INF1522 - Dự án nghề cơ bản] Thiết bị chưa ổn định,Cập nhật hướng dẫn chi tiết
1497,INF0893,Mật mã và An toàn thông tin,TM7,Thí nghiệm (Experiment),0.5783,0.3646,Trung bình,[INF0893 - Mật mã và An toàn thông tin] Thiết bị chưa ổn định,Cập nhật hướng dẫn chi tiết
1498,INF1473,Học sâu,TM7,Thí nghiệm (Experiment),0.5066,0.9316,Tốt,[INF1473 - Học sâu] Thiết bị chưa ổn định,Kiểm tra thiết bị trước buổi
1499,INF0103,Nhập môn Trí tuệ nhân tạo,TM7,Thí nghiệm (Experiment),0.8992,0.5511,Trung bình,[INF0103 - Nhập môn Trí tuệ nhân tạo] Thiếu hướng dẫn thực hành,Kiểm tra thiết bị trước buổi
1500,INF1453,Đồ họa máy tính,TM7,Thí nghiệm (Experiment),0.5846,0.4903,Trung bình,[INF1453 - Đồ họa máy tính] Thiết bị chưa ổn định,Cập nhật hướng dẫn chi tiết
1501,INF0983,Nhập môn khoa học dữ liệu,TM7,Thí nghiệm (Experiment),0.4558,0.4037,Trung bình,[INF0983 - Nhập môn khoa học dữ liệu] Thiết bị chưa ổn định,Cập nhật hướng dẫn chi tiết
1502,INF1543,Thực tập tốt nghiệp,TM7,Thí nghiệm (Experiment),0.5017,0.8067,Thấp,[INF1543 - Thực tập tốt nghiệp] Thiếu hướng dẫn thực hành,Kiểm tra thiết bị trước buổi
1503,INF0243,Lập trình web (Backend),TM7,Thí nghiệm (Experiment),0.5472,0.0348,Cao,[INF0243 - Lập trình web (Backend)] Thiếu hướng dẫn thực hành,Kiểm tra thiết bị trước buổi
1504,INF1143,Xử lý ảnh số và thị giác máy tính,TM7,Thí nghiệm (Experiment),0.8212,0.7179,Thấp,[INF1143 - Xử lý ảnh số và thị giác máy tính] Sinh viên thao tác còn lúng túng,Kiểm tra thiết bị trước buổi
1505,INF1543,Thực tập tốt nghiệp,TM7,Thí nghiệm (Experiment),0.5892,0.8983,Tốt,[INF1543 - Thực tập tốt nghiệp] Thiếu hướng dẫn thực hành,Bổ sung trợ giảng
1506,SKI0061,Kỹ năng tư duy phản biện,TM7,Thí nghiệm (Experiment),0.8858,0.3293,Trung bình,[SKI0061 - Kỹ năng tư duy phản biện] Thiếu hướng dẫn thực hành,Kiểm tra thiết bị trước buổi
1507,INF1073,Xử lý ngôn ngữ tự nhiên,TM7,Thí nghiệm (Experiment),0.4324,0.1717,Cao,[INF1073 - Xử lý ngôn ngữ tự nhiên] Sinh viên thao tác còn lúng túng,Kiểm tra thiết bị trước buổi
1508,INF0303,Lập trình trên thiết bị di động,TM7,Thí nghiệm (Experiment),0.9022,0.3556,Trung bình,[INF0303 - Lập trình trên thiết bị di động] Thiết bị chưa ổn định,Cập nhật hướng dẫn chi tiết
1509,INF0802,Giới thiệu ngành và Kỹ năng nghề nghiệp,TM7,Thí nghiệm (Experiment),0.7027,0.6444,Thấp,[INF0802 - Giới thiệu ngành và Kỹ năng nghề nghiệp] Sinh viên thao tác còn lúng túng,Kiểm tra thiết bị trước buổi
1510,INF1463,Khai phá dữ liệu,TM7,Thí nghiệm (Experiment),0.5347,0.3749,Trung bình,[INF1463 - Khai phá dữ liệu] Thiết bị chưa ổn định,Bổ sung trợ giảng
1511,PLO0032,Tư tưởng Hồ Chí Minh,TM7,Thí nghiệm (Experiment),0.5378,0.7623,Thấp,[PLO0032 - Tư tưởng Hồ Chí Minh] Sinh viên thao tác còn lúng túng,Bổ sung trợ giảng
1512,INF1303,Phân tích dữ liệu kinh doanh,TM7,Thí nghiệm (Experiment),0.3965,0.5987,Trung bình,[INF1303 - Phân tích dữ liệu kinh doanh] Sinh viên thao tác còn lúng túng,Cập nhật hướng dẫn chi tiết
1513,INF1383,Tin học cơ sở (Introduction to Informatics),TM7,Thí nghiệm (Experiment),0.8915,0.5722,Trung bình,[INF1383 - Tin học cơ sở (Introduction to Informatics)] Thiết bị chưa ổn định,Kiểm tra thiết bị trước buổi
1514,BSC0092,Phương pháp luận nghiên cứu khoa học,TM7,Thí nghiệm (Experiment),0.5459,0.4507,Trung bình,[BSC0092 - Phương pháp luận nghiên cứu khoa học] Thiết bị chưa ổn định,Bổ sung trợ giảng
1515,PLO0043,Triết học Mác - Lênin,TM7,Thí nghiệm (Experiment),0.5736,0.0295,Cao,[PLO0043 - Triết học Mác - Lênin] Sinh viên thao tác còn lúng túng,Kiểm tra thiết bị trước buổi
1516,INF1263,Kiểm thử phần mềm,TM7,Thí nghiệm (Experiment),0.7047,0.5785,Trung bình,[INF1263 - Kiểm thử phần mềm] Sinh viên thao tác còn lúng túng,Bổ sung trợ giảng
1517,INF1473,Học sâu,TM7,Thí nghiệm (Experiment),0.452,0.6753,Thấp,[INF1473 - Học sâu] Thiết bị chưa ổn định,Kiểm tra thiết bị trước buổi
1518,INF1383,Tin học cơ sở (Introduction to Informatics),TM7,Thí nghiệm (Experiment),0.645,0.5546,Trung bình,[INF1383 - Tin học cơ sở (Introduction to Informatics)] Thiết bị chưa ổn định,Cập nhật hướng dẫn chi tiết
1519,INF1143,Xử lý ảnh số và thị giác máy tính,TM7,Thí nghiệm (Experiment),0.6572,0.2446,Cao,[INF1143 - Xử lý ảnh số và thị giác máy tính] Thiết bị chưa ổn định,Bổ sung trợ giảng
1520,INF0912,An ninh mạng,TM7,Thí nghiệm (Experiment),0.6157,0.2014,Cao,[INF0912 - An ninh mạng] Thiết bị chưa ổn định,Cập nhật hướng dẫn chi tiết
1521,PLO0052,Kinh tế chính trị Mác - Lênin,TM7,Thí nghiệm (Experiment),0.5673,0.1953,Cao,[PLO0052 - Kinh tế chính trị Mác - Lênin] Thiếu hướng dẫn thực hành,Bổ sung trợ giảng
1522,INF1203,Hệ thống thông minh,TM7,Thí nghiệm (Experiment),0.8377,0.1312,Cao,[INF1203 - Hệ thống thông minh] Sinh viên thao tác còn lúng túng,Kiểm tra thiết bị trước buổi
1523,INF1473,Học sâu,TM7,Thí nghiệm (Experiment),0.8637,0.3772,Trung bình,[INF1473 - Học sâu] Sinh viên thao tác còn lúng túng,Kiểm tra thiết bị trước buổi
1524,INF1413,Cơ sở tạo hình,TM7,Thí nghiệm (Experiment),0.7984,0.7093,Thấp,[INF1413 - Cơ sở tạo hình] Thiếu hướng dẫn thực hành,Cập nhật hướng dẫn chi tiết
1525,SKI0011,Kỹ năng thuyết trình,TM7,Thí nghiệm (Experiment),0.5608,0.1505,Cao,[SKI0011 - Kỹ năng thuyết trình] Sinh viên thao tác còn lúng túng,Bổ sung trợ giảng
1526,INF0653,Kiến trúc phần mềm hiện đại,TM7,Thí nghiệm (Experiment),1.0,0.6944,Thấp,[INF0653 - Kiến trúc phần mềm hiện đại] Sinh viên thao tác còn lúng túng,Bổ sung trợ giảng
1527,INF1073,Xử lý ngôn ngữ tự nhiên,TM7,Thí nghiệm (Experiment),0.5775,0.5545,Trung bình,[INF1073 - Xử lý ngôn ngữ tự nhiên] Thiếu hướng dẫn thực hành,Bổ sung trợ giảng
1528,BSC0092,Phương pháp luận nghiên cứu khoa học,TM7,Thí nghiệm (Experiment),0.7259,0.2966,Cao,[BSC0092 - Phương pháp luận nghiên cứu khoa học] Thiếu hướng dẫn thực hành,Kiểm tra thiết bị trước buổi
1529,INF1403,Anh văn chuyên ngành CNTT,TM7,Thí nghiệm (Experiment),0.7234,0.4821,Trung bình,[INF1403 - Anh văn chuyên ngành CNTT] Thiết bị chưa ổn định,Kiểm tra thiết bị trước buổi
1530,INF0823,Thiết kế web (frontend),TM7,Thí nghiệm (Experiment),0.4987,0.7182,Thấp,[INF0823 - Thiết kế web (frontend)] Thiếu hướng dẫn thực hành,Kiểm tra thiết bị trước buổi
1531,INF1443,Thiết kế UX/UI,TM7,Thí nghiệm (Experiment),0.8084,0.229,Cao,[INF1443 - Thiết kế UX/UI] Sinh viên thao tác còn lúng túng,Cập nhật hướng dẫn chi tiết
1532,INF1293,Phân tích dữ liệu lớn,TM7,Thí nghiệm (Experiment),0.508,0.1045,Cao,[INF1293 - Phân tích dữ liệu lớn] Thiếu hướng dẫn thực hành,Bổ sung trợ giảng
1533,INF1423,Thiết kế hình ảnh,TM7,Thí nghiệm (Experiment),0.6834,0.3647,Trung bình,[INF1423 - Thiết kế hình ảnh] Sinh viên thao tác còn lúng túng,Kiểm tra thiết bị trước buổi
1534,INF1413,Cơ sở tạo hình,TM7,Thí nghiệm (Experiment),0.7947,0.3016,Trung bình,[INF1413 - Cơ sở tạo hình] Thiết bị chưa ổn định,Cập nhật hướng dẫn chi tiết
1535,INF1203,Hệ thống thông minh,TM7,Thí nghiệm (Experiment),0.943,0.7091,Thấp,[INF1203 - Hệ thống thông minh] Thiếu hướng dẫn thực hành,Bổ sung trợ giảng
1536,INF0153,Hệ điều hành,TM7,Thí nghiệm (Experiment),0.6847,0.5819,Trung bình,[INF0153 - Hệ điều hành] Thiếu hướng dẫn thực hành,Cập nhật hướng dẫn chi tiết
1537,INF0263,Mạng máy tính,TM7,Thí nghiệm (Experiment),0.4116,0.309,Trung bình,[INF0263 - Mạng máy tính] Thiếu hướng dẫn thực hành,Bổ sung trợ giảng
1538,INF1073,Xử lý ngôn ngữ tự nhiên,TM7,Thí nghiệm (Experiment),0.6386,0.3788,Trung bình,[INF1073 - Xử lý ngôn ngữ tự nhiên] Thiết bị chưa ổn định,Kiểm tra thiết bị trước buổi
1539,INF1383,Tin học cơ sở (Introduction to Informatics),TM7,Thí nghiệm (Experiment),0.5327,0.6112,Thấp,[INF1383 - Tin học cơ sở (Introduction to Informatics)] Sinh viên thao tác còn lúng túng,Cập nhật hướng dẫn chi tiết
1540,INF0083,Cơ sở dữ liệu,TM7,Thí nghiệm (Experiment),0.8882,0.1534,Cao,[INF0083 - Cơ sở dữ liệu] Thiết bị chưa ổn định,Bổ sung trợ giảng
1541,INF1213,Robot công nghiệp,TM7,Thí nghiệm (Experiment),0.4182,0.1268,Cao,[INF1213 - Robot công nghiệp] Sinh viên thao tác còn lúng túng,Cập nhật hướng dẫn chi tiết
1542,INF1063,Học máy (Machine Learning),TM7,Thí nghiệm (Experiment),0.658,0.1122,Cao,[INF1063 - Học máy (Machine Learning)] Sinh viên thao tác còn lúng túng,Cập nhật hướng dẫn chi tiết
1543,SKI0091,Kỹ năng khởi nghiệp,TM7,Thí nghiệm (Experiment),0.5237,0.2957,Cao,[SKI0091 - Kỹ năng khởi nghiệp] Sinh viên thao tác còn lúng túng,Cập nhật hướng dẫn chi tiết
1544,INF0137,Đồ án tốt nghiệp (**),TM7,Thí nghiệm (Experiment),0.7327,0.4103,Trung bình,[INF0137 - Đồ án tốt nghiệp (**)] Sinh viên thao tác còn lúng túng,Cập nhật hướng dẫn chi tiết
1545,INF1532,Dự án nghề nâng cao,TM7,Thí nghiệm (Experiment),0.6686,0.7013,Thấp,[INF1532 - Dự án nghề nâng cao] Sinh viên thao tác còn lúng túng,Bổ sung trợ giảng
1546,BSC0092,Phương pháp luận nghiên cứu khoa học,TM7,Thí nghiệm (Experiment),0.5744,0.4718,Trung bình,[BSC0092 - Phương pháp luận nghiên cứu khoa học] Thiết bị chưa ổn định,Kiểm tra thiết bị trước buổi
1547,SKI0011,Kỹ năng thuyết trình,TM7,Thí nghiệm (Experiment),0.4838,0.3978,Trung bình,[SKI0011 - Kỹ năng thuyết trình] Thiết bị chưa ổn định,Cập nhật hướng dẫn chi tiết
1548,SKI0011,Kỹ năng thuyết trình,TM7,Thí nghiệm (Experiment),0.8129,0.2797,Cao,[SKI0011 - Kỹ năng thuyết trình] Sinh viên thao tác còn lúng túng,Kiểm tra thiết bị trước buổi
1549,INF0073,Cấu trúc dữ liệu và giải thuật,TM7,Thí nghiệm (Experiment),0.7643,0.6908,Thấp,[INF0073 - Cấu trúc dữ liệu và giải thuật] Thiếu hướng dẫn thực hành,Cập nhật hướng dẫn chi tiết
1550,INF0263,Mạng máy tính,TM7,Thí nghiệm (Experiment),0.9932,0.3745,Trung bình,[INF0263 - Mạng máy tính] Thiết bị chưa ổn định,Bổ sung trợ giảng
1551,INF0303,Lập trình trên thiết bị di động,TM7,Thí nghiệm (Experiment),0.8959,0.108,Cao,[INF0303 - Lập trình trên thiết bị di động] Sinh viên thao tác còn lúng túng,Bổ sung trợ giảng
1552,INF0653,Kiến trúc phần mềm hiện đại,TM7,Thí nghiệm (Experiment),0.6184,0.3987,Trung bình,[INF0653 - Kiến trúc phần mềm hiện đại] Thiếu hướng dẫn thực hành,Cập nhật hướng dẫn chi tiết
1553,INF0802,Giới thiệu ngành và Kỹ năng nghề nghiệp,TM7,Thí nghiệm (Experiment),0.966,0.7739,Thấp,[INF0802 - Giới thiệu ngành và Kỹ năng nghề nghiệp] Thiếu hướng dẫn thực hành,Cập nhật hướng dẫn chi tiết
1554,INF1473,Học sâu,TM7,Thí nghiệm (Experiment),0.5117,0.4921,Trung bình,[INF1473 - Học sâu] Thiếu hướng dẫn thực hành,Bổ sung trợ giảng
1555,SKI0061,Kỹ năng tư duy phản biện,TM7,Thí nghiệm (Experiment),0.9836,0.2424,Cao,[SKI0061 - Kỹ năng tư duy phản biện] Thiếu hướng dẫn thực hành,Cập nhật hướng dẫn chi tiết
1556,PLO0052,Kinh tế chính trị Mác - Lênin,TM7,Thí nghiệm (Experiment),0.7132,0.5294,Trung bình,[PLO0052 - Kinh tế chính trị Mác - Lênin] Thiết bị chưa ổn định,Cập nhật hướng dẫn chi tiết
1557,INF1143,Xử lý ảnh số và thị giác máy tính,TM7,Thí nghiệm (Experiment),0.5559,0.6182,Thấp,[INF1143 - Xử lý ảnh số và thị giác máy tính] Thiếu hướng dẫn thực hành,Cập nhật hướng dẫn chi tiết
1558,INF0203,Lập trình hướng đối tượng và ứng dụng,TM7,Thí nghiệm (Experiment),1.0,0.8035,Thấp,[INF0203 - Lập trình hướng đối tượng và ứng dụng] Thiết bị chưa ổn định,Cập nhật hướng dẫn chi tiết
1559,INF0243,Lập trình web (Backend),TM7,Thí nghiệm (Experiment),0.8136,0.5034,Trung bình,[INF0243 - Lập trình web (Backend)] Sinh viên thao tác còn lúng túng,Bổ sung trợ giảng
1560,INF0912,An ninh mạng,TM7,Thí nghiệm (Experiment),0.7286,0.6948,Thấp,[INF0912 - An ninh mạng] Thiết bị chưa ổn định,Bổ sung trợ giảng
1561,INF1393,Kiến trúc máy tính,TM7,Thí nghiệm (Experiment),0.6884,0.5393,Trung bình,[INF1393 - Kiến trúc máy tính] Sinh viên thao tác còn lúng túng,Cập nhật hướng dẫn chi tiết
1562,INF0433,Nhập môn lập trình,TM7,Thí nghiệm (Experiment),0.4172,0.6646,Thấp,[INF0433 - Nhập môn lập trình] Thiết bị chưa ổn định,Cập nhật hướng dẫn chi tiết
1563,INF0243,Lập trình web (Backend),TM7,Thí nghiệm (Experiment),0.8539,0.3468,Trung bình,[INF0243 - Lập trình web (Backend)] Thiết bị chưa ổn định,Bổ sung trợ giảng
1564,INF1403,Anh văn chuyên ngành CNTT,TM7,Thí nghiệm (Experiment),0.5649,0.686,Thấp,[INF1403 - Anh văn chuyên ngành CNTT] Thiết bị chưa ổn định,Kiểm tra thiết bị trước buổi
1565,INF0263,Mạng máy tính,TM7,Thí nghiệm (Experiment),0.532,0.5636,Trung bình,[INF0263 - Mạng máy tính] Thiết bị chưa ổn định,Cập nhật hướng dẫn chi tiết
1566,INF0992,Công nghệ IoT,TM7,Thí nghiệm (Experiment),0.6311,0.1629,Cao,[INF0992 - Công nghệ IoT] Thiếu hướng dẫn thực hành,Bổ sung trợ giảng
1567,INF1423,Thiết kế hình ảnh,TM7,Thí nghiệm (Experiment),0.6196,0.1195,Cao,[INF1423 - Thiết kế hình ảnh] Thiếu hướng dẫn thực hành,Kiểm tra thiết bị trước buổi
1568,INF0263,Mạng máy tính,TM7,Thí nghiệm (Experiment),0.615,0.1684,Cao,[INF0263 - Mạng máy tính] Thiết bị chưa ổn định,Kiểm tra thiết bị trước buổi
1569,INF0653,Kiến trúc phần mềm hiện đại,TM7,Thí nghiệm (Experiment),0.9427,0.4056,Trung bình,[INF0653 - Kiến trúc phần mềm hiện đại] Thiết bị chưa ổn định,Bổ sung trợ giảng
1570,INF1532,Dự án nghề nâng cao,TM7,Thí nghiệm (Experiment),0.4182,0.7134,Thấp,[INF1532 - Dự án nghề nâng cao] Thiếu hướng dẫn thực hành,Bổ sung trợ giảng
1571,INF1543,Thực tập tốt nghiệp,TM7,Thí nghiệm (Experiment),0.7403,0.3345,Trung bình,[INF1543 - Thực tập tốt nghiệp] Sinh viên thao tác còn lúng túng,Bổ sung trợ giảng
1572,INF1443,Thiết kế UX/UI,TM7,Thí nghiệm (Experiment),0.8582,0.6267,Thấp,[INF1443 - Thiết kế UX/UI] Sinh viên thao tác còn lúng túng,Bổ sung trợ giảng
1573,PLO0043,Triết học Mác - Lênin,TM7,Thí nghiệm (Experiment),0.8106,0.5935,Trung bình,[PLO0043 - Triết học Mác - Lênin] Thiết bị chưa ổn định,Kiểm tra thiết bị trước buổi
1574,PLO0032,Tư tưởng Hồ Chí Minh,TM7,Thí nghiệm (Experiment),0.4292,0.5106,Trung bình,[PLO0032 - Tư tưởng Hồ Chí Minh] Thiếu hướng dẫn thực hành,Bổ sung trợ giảng
1575,SKI0011,Kỹ năng thuyết trình,TM7,Thí nghiệm (Experiment),0.5559,0.2011,Cao,[SKI0011 - Kỹ năng thuyết trình] Thiết bị chưa ổn định,Cập nhật hướng dẫn chi tiết
1576,BSC0092,Phương pháp luận nghiên cứu khoa học,TM7,Thí nghiệm (Experiment),0.3636,0.5156,Trung bình,[BSC0092 - Phương pháp luận nghiên cứu khoa học] Thiết bị chưa ổn định,Kiểm tra thiết bị trước buổi
1577,INF0802,Giới thiệu ngành và Kỹ năng nghề nghiệp,TM7,Thí nghiệm (Experiment),0.7287,0.3989,Trung bình,[INF0802 - Giới thiệu ngành và Kỹ năng nghề nghiệp] Thiếu hướng dẫn thực hành,Bổ sung trợ giảng
1578,INF0103,Nhập môn Trí tuệ nhân tạo,TM7,Thí nghiệm (Experiment),0.79,0.5539,Trung bình,[INF0103 - Nhập môn Trí tuệ nhân tạo] Sinh viên thao tác còn lúng túng,Cập nhật hướng dẫn chi tiết
1579,INF0983,Nhập môn khoa học dữ liệu,TM7,Thí nghiệm (Experiment),0.5155,0.3304,Trung bình,[INF0983 - Nhập môn khoa học dữ liệu] Sinh viên thao tác còn lúng túng,Bổ sung trợ giảng
1580,SKI0091,Kỹ năng khởi nghiệp,TM7,Thí nghiệm (Experiment),0.7736,0.6324,Thấp,[SKI0091 - Kỹ năng khởi nghiệp] Thiết bị chưa ổn định,Kiểm tra thiết bị trước buổi
1581,INF0983,Nhập môn khoa học dữ liệu,TM7,Thí nghiệm (Experiment),0.6892,0.7589,Thấp,[INF0983 - Nhập môn khoa học dữ liệu] Thiếu hướng dẫn thực hành,Kiểm tra thiết bị trước buổi
1582,INF1003,Điện toán đám mây,TM7,Thí nghiệm (Experiment),0.7326,0.4368,Trung bình,[INF1003 - Điện toán đám mây] Thiếu hướng dẫn thực hành,Cập nhật hướng dẫn chi tiết
1583,SKI0021,"Kỹ năng lễ tân, khánh tiết, giao tiếp",TM7,Thí nghiệm (Experiment),0.8749,0.4731,Trung bình,"[SKI0021 - Kỹ năng lễ tân, khánh tiết, giao tiếp] Thiếu hướng dẫn thực hành",Kiểm tra thiết bị trước buổi
1584,INF1293,Phân tích dữ liệu lớn,TM7,Thí nghiệm (Experiment),0.6796,0.3928,Trung bình,[INF1293 - Phân tích dữ liệu lớn] Thiết bị chưa ổn định,Kiểm tra thiết bị trước buổi
1585,PLO0043,Triết học Mác - Lênin,TM7,Thí nghiệm (Experiment),0.8178,0.2754,Cao,[PLO0043 - Triết học Mác - Lênin] Thiếu hướng dẫn thực hành,Cập nhật hướng dẫn chi tiết
1586,INF1463,Khai phá dữ liệu,TM7,Thí nghiệm (Experiment),0.706,0.64,Thấp,[INF1463 - Khai phá dữ liệu] Thiếu hướng dẫn thực hành,Cập nhật hướng dẫn chi tiết
1587,INF1532,Dự án nghề nâng cao,TM7,Thí nghiệm (Experiment),0.8047,0.2229,Cao,[INF1532 - Dự án nghề nâng cao] Sinh viên thao tác còn lúng túng,Bổ sung trợ giảng
1588,INF0912,An ninh mạng,TM7,Thí nghiệm (Experiment),0.5437,0.5858,Trung bình,[INF0912 - An ninh mạng] Sinh viên thao tác còn lúng túng,Bổ sung trợ giảng
1589,INF0083,Cơ sở dữ liệu,TM7,Thí nghiệm (Experiment),0.5511,0.8902,Tốt,[INF0083 - Cơ sở dữ liệu] Thiếu hướng dẫn thực hành,Bổ sung trợ giảng
1590,INF1502,Xử lý hậu kỳ,TM8,"Thực tập, thực tế (Internship/Field Trip)",0.7033,0.2836,Cao,[INF1502 - Xử lý hậu kỳ] Sinh viên thao tác còn lúng túng,Kiểm tra thiết bị trước buổi
1591,INF0137,Đồ án tốt nghiệp (**),TM8,"Thực tập, thực tế (Internship/Field Trip)",0.5386,0.5786,Trung bình,[INF0137 - Đồ án tốt nghiệp (**)] Sinh viên thao tác còn lúng túng,Cập nhật hướng dẫn chi tiết
1592,INF1073,Xử lý ngôn ngữ tự nhiên,TM8,"Thực tập, thực tế (Internship/Field Trip)",0.662,0.3791,Trung bình,[INF1073 - Xử lý ngôn ngữ tự nhiên] Sinh viên thao tác còn lúng túng,Kiểm tra thiết bị trước buổi
1593,INF0992,Công nghệ IoT,TM8,"Thực tập, thực tế (Internship/Field Trip)",0.7662,0.6508,Thấp,[INF0992 - Công nghệ IoT] Thiếu hướng dẫn thực hành,Cập nhật hướng dẫn chi tiết
1594,INF0433,Nhập môn lập trình,TM8,"Thực tập, thực tế (Internship/Field Trip)",0.3245,0.6789,Thấp,[INF0433 - Nhập môn lập trình] Sinh viên thao tác còn lúng túng,Bổ sung trợ giảng
1595,SKI0021,"Kỹ năng lễ tân, khánh tiết, giao tiếp",TM8,"Thực tập, thực tế (Internship/Field Trip)",0.3829,0.1143,Cao,"[SKI0021 - Kỹ năng lễ tân, khánh tiết, giao tiếp] Thiếu hướng dẫn thực hành",Cập nhật hướng dẫn chi tiết
1596,INF0103,Nhập môn Trí tuệ nhân tạo,TM8,"Thực tập, thực tế (Internship/Field Trip)",0.7995,0.8737,Tốt,[INF0103 - Nhập môn Trí tuệ nhân tạo] Thiết bị chưa ổn định,Kiểm tra thiết bị trước buổi
1597,INF1393,Kiến trúc máy tính,TM8,"Thực tập, thực tế (Internship/Field Trip)",0.8052,0.5474,Trung bình,[INF1393 - Kiến trúc máy tính] Thiết bị chưa ổn định,Cập nhật hướng dẫn chi tiết
1598,INF0263,Mạng máy tính,TM8,"Thực tập, thực tế (Internship/Field Trip)",0.7452,0.4388,Trung bình,[INF0263 - Mạng máy tính] Thiết bị chưa ổn định,Cập nhật hướng dẫn chi tiết
1599,SKI0091,Kỹ năng khởi nghiệp,TM8,"Thực tập, thực tế (Internship/Field Trip)",0.8622,0.8976,Tốt,[SKI0091 - Kỹ năng khởi nghiệp] Sinh viên thao tác còn lúng túng,Bổ sung trợ giảng
1600,INF0263,Mạng máy tính,TM8,"Thực tập, thực tế (Internship/Field Trip)",0.5397,0.528,Trung bình,[INF0263 - Mạng máy tính] Sinh viên thao tác còn lúng túng,Cập nhật hướng dẫn chi tiết
1601,INF0137,Đồ án tốt nghiệp (**),TM8,"Thực tập, thực tế (Internship/Field Trip)",0.8506,0.8363,Thấp,[INF0137 - Đồ án tốt nghiệp (**)] Sinh viên thao tác còn lúng túng,Kiểm tra thiết bị trước buổi
1602,INF0912,An ninh mạng,TM8,"Thực tập, thực tế (Internship/Field Trip)",0.586,0.8353,Thấp,[INF0912 - An ninh mạng] Thiết bị chưa ổn định,Kiểm tra thiết bị trước buổi
1603,INF1413,Cơ sở tạo hình,TM8,"Thực tập, thực tế (Internship/Field Trip)",0.3457,0.4669,Trung bình,[INF1413 - Cơ sở tạo hình] Thiết bị chưa ổn định,Kiểm tra thiết bị trước buổi
1604,INF0153,Hệ điều hành,TM8,"Thực tập, thực tế (Internship/Field Trip)",0.7274,0.4649,Trung bình,[INF0153 - Hệ điều hành] Sinh viên thao tác còn lúng túng,Kiểm tra thiết bị trước buổi
1605,INF1413,Cơ sở tạo hình,TM8,"Thực tập, thực tế (Internship/Field Trip)",0.6586,0.4984,Trung bình,[INF1413 - Cơ sở tạo hình] Sinh viên thao tác còn lúng túng,Cập nhật hướng dẫn chi tiết
1606,INF0243,Lập trình web (Backend),TM8,"Thực tập, thực tế (Internship/Field Trip)",0.7642,0.5667,Trung bình,[INF0243 - Lập trình web (Backend)] Sinh viên thao tác còn lúng túng,Cập nhật hướng dẫn chi tiết
